ID_Client,Annee_Naissance,Niveau_Education,Statut_Marital,Revenu,Enfants_Maison,Ados_Maison,Date_Inscription,Jours_Dernier_Achat,Achat_Vins,Achat_Fruits,Achat_Viandes,Achat_Poissons,Achat_Produits_Sucres,Achat_Produits_Or,Achats_Promotions,Achats_En_Ligne,Achats_Catalogue,Achats_En_Magasin,Visites_Web_Mois,Reponse_Campagne_3,Reponse_Campagne_4,Reponse_Campagne_5,Reponse_Campagne_1,Reponse_Campagne_2,Plainte,Cout_Contact_Z,Revenus_Z,Reponse_Derniere_Campagne,Statut_Marital_Texte,Total_Depense,Total_Achats,Depense_Moy_Par_Achat,Total_Campagnes_Acceptees,Jour_Inscription,Revenu_Moyen_Mois,Age_Inscription,Categorie_Age,Niveau_Education_Encode,Segmentation_Dépensier,cout par campagne,revenue par campagne
9209,1971,Master,couple,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,Together,1564,23,65.16666666666667,0,Sunday,6714.416666666667,41,Adulte confirmé (36-50),3,Grand Dépensier,0.5,1.8333333333333333
10286,1962,Graduation,couple,83715.0,0,0,2014-02-03,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,3,11,0,Married,926,23,38.583333333333336,0,Monday,6976.25,52,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
2611,1959,Master,couple,82576.0,0,0,2012-08-01,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,3,11,0,Together,1910,18,100.52631578947368,1,Wednesday,6881.333333333333,53,Senior (51-65),3,Grand Dépensier,0.5,1.8333333333333333
1600,1965,Master,couple,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,Married,411,14,19.571428571428573,0,Friday,4746.833333333333,48,Adulte confirmé (36-50),3,Moyens Dépensier,0.5,1.8333333333333333
3308,1952,Graduation,couple,35704.0,1,1,2014-01-03,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,3,11,0,Married,94,6,10.444444444444445,0,Friday,2975.333333333333,62,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
5407,1954,Graduation,couple,53103.0,0,1,2013-09-12,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,3,11,0,Together,1085,23,38.75,1,Thursday,4425.25,59,Senior (51-65),2,Grand Dépensier,0.5,1.8333333333333333
2166,1960,2n Cycle,single,46779.0,1,1,2013-07-12,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,3,11,0,Widow,23,3,5.75,0,Friday,3898.25,53,Senior (51-65),1,Petits Dépensier,0.5,1.8333333333333333
3955,1965,Graduation,single,4861.0,0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,3,11,0,Divorced,6,0,,0,Sunday,405.0833333333333,49,Adulte confirmé (36-50),2,Petits Dépensier,0.5,1.8333333333333333
6634,1979,Master,single,33462.0,1,0,2013-08-07,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0,Divorced,54,5,9.0,0,Wednesday,2788.5,34,Adulte (26-35),3,Petits Dépensier,0.5,1.8333333333333333
3056,1978,Graduation,single,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,Divorced,1150,26,39.6551724137931,0,Monday,5307.75,35,Adulte (26-35),2,Grand Dépensier,0.5,1.8333333333333333
5718,1950,Graduation,couple,80763.0,0,0,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,3,11,1,Married,1415,22,61.52173913043478,2,Thursday,6730.25,63,Senior (51-65),2,Grand Dépensier,0.5,1.8333333333333333
6872,1974,PhD,couple,65352.0,0,1,2013-08-21,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,3,11,0,Married,405,14,25.3125,0,Wednesday,5446.0,39,Adulte confirmé (36-50),4,Moyens Dépensier,0.5,1.8333333333333333
8164,1978,PhD,couple,82170.0,0,0,2013-11-25,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,3,11,0,Married,1908,18,100.42105263157896,0,Monday,6847.5,35,Adulte (26-35),4,Grand Dépensier,0.5,1.8333333333333333
4580,1969,Graduation,couple,75759.0,0,0,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,Married,2486,25,95.6153846153846,3,Friday,6313.25,44,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
9305,1976,2n Cycle,single,79689.0,0,0,2013-05-12,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,3,11,0,Single,1315,26,48.7037037037037,0,Sunday,6640.75,37,Adulte confirmé (36-50),1,Grand Dépensier,0.5,1.8333333333333333
453,1956,PhD,single,35340.0,1,1,2014-06-29,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,3,11,0,Widow,45,5,6.428571428571429,0,Sunday,2945.0,58,Senior (51-65),4,Petits Dépensier,0.5,1.8333333333333333
8545,1954,Graduation,single,85683.0,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,1,Divorced,1789,16,105.23529411764706,4,Friday,7140.25,60,Senior (51-65),2,Grand Dépensier,0.5,1.8333333333333333
9850,1972,2n Cycle,couple,24884.0,1,0,2012-11-29,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,3,11,0,Married,19,3,4.75,0,Thursday,2073.6666666666665,40,Adulte confirmé (36-50),1,Petits Dépensier,0.5,1.8333333333333333
7378,1981,Master,couple,42021.0,1,0,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,3,11,0,Together,573,17,26.045454545454547,1,Friday,3501.75,31,Adulte (26-35),3,Moyens Dépensier,0.5,1.8333333333333333
7646,1989,Graduation,single,64449.0,1,0,2014-02-18,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,3,11,0,Single,805,20,33.541666666666664,0,Tuesday,5370.75,25,Jeune (18-25),2,Moyens Dépensier,0.5,1.8333333333333333
1640,1954,Graduation,single,64587.0,1,1,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,3,11,0,Divorced,108,6,13.5,0,Sunday,5382.25,60,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
5184,1995,Graduation,single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Single,23,3,5.75,0,Wednesday,2902.0,19,Jeune (18-25),2,Petits Dépensier,0.5,1.8333333333333333
8492,1978,Graduation,couple,75437.0,0,0,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0,Together,1493,22,64.91304347826087,1,Saturday,6286.416666666667,35,Adulte (26-35),2,Grand Dépensier,0.5,1.8333333333333333
11188,1957,Graduation,couple,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,Together,89,6,9.88888888888889,0,Tuesday,2174.25,57,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
1212,1973,Graduation,couple,52845.0,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,3,11,0,Married,936,22,37.44,1,Tuesday,4403.75,40,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
9097,1956,Graduation,single,46086.0,0,1,2013-11-03,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,3,11,0,Divorced,343,12,21.4375,0,Sunday,3840.5,57,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
10473,1956,PhD,single,78028.0,0,1,2012-09-10,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,3,11,1,Widow,528,19,26.4,2,Monday,6502.333333333333,56,Senior (51-65),4,Moyens Dépensier,0.5,1.8333333333333333
7962,1987,PhD,single,95169.0,0,0,2013-10-09,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,1,Single,1901,11,158.41666666666666,2,Wednesday,7930.75,26,Adulte (26-35),4,Grand Dépensier,0.5,1.8333333333333333
9984,1981,2n Cycle,couple,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,1,Married,724,17,32.90909090909091,2,Wednesday,4694.75,32,Adulte (26-35),1,Moyens Dépensier,0.5,1.8333333333333333
5527,1987,Graduation,couple,22434.0,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Together,58,5,8.285714285714286,0,Wednesday,1869.5,26,Adulte (26-35),2,Petits Dépensier,0.5,1.8333333333333333
6374,1954,PhD,couple,36930.0,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,3,11,0,Married,297,11,18.5625,0,Friday,3077.5,59,Senior (51-65),4,Moyens Dépensier,0.5,1.8333333333333333
7453,1954,Graduation,single,36130.0,0,1,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,3,11,1,Single,488,15,23.23809523809524,1,Saturday,3010.833333333333,59,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
8952,1953,Master,couple,65569.0,0,1,2012-11-05,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,3,11,0,Married,859,21,37.34782608695652,0,Monday,5464.083333333333,59,Senior (51-65),3,Moyens Dépensier,0.5,1.8333333333333333
241,1952,Graduation,couple,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,Together,1574,19,78.7,1,Sunday,6987.0,61,Senior (51-65),2,Grand Dépensier,0.5,1.8333333333333333
8975,1968,Graduation,couple,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,0,Married,69,6,6.9,1,Sunday,1626.1666666666667,46,Adulte confirmé (36-50),2,Petits Dépensier,0.5,1.8333333333333333
6119,1963,PhD,single,36736.0,1,1,2013-05-10,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Single,17,3,4.25,0,Friday,3061.333333333333,50,Adulte confirmé (36-50),4,Petits Dépensier,0.5,1.8333333333333333
5236,1979,Graduation,couple,77568.0,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,0,Together,2194,20,104.47619047619048,3,Saturday,6464.0,33,Adulte (26-35),2,Grand Dépensier,0.5,1.8333333333333333
5723,1976,PhD,couple,49187.0,0,1,2014-01-11,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,3,11,0,Together,116,7,14.5,0,Saturday,4098.916666666667,38,Adulte confirmé (36-50),4,Moyens Dépensier,0.5,1.8333333333333333
1710,1978,Graduation,single,30168.0,1,0,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,3,11,0,Single,279,11,15.5,0,Thursday,2514.0,35,Adulte (26-35),2,Moyens Dépensier,0.5,1.8333333333333333
1970,1968,Master,couple,34053.0,0,1,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0,Together,103,6,14.714285714285714,0,Monday,2837.75,44,Adulte confirmé (36-50),3,Moyens Dépensier,0.5,1.8333333333333333
5313,1971,Master,couple,38196.0,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,3,11,0,Married,44,6,4.888888888888889,0,Friday,3183.0,43,Adulte confirmé (36-50),3,Petits Dépensier,0.5,1.8333333333333333
10634,1951,Master,couple,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,3,11,0,Married,406,14,27.066666666666663,0,Saturday,4951.0,63,Senior (51-65),3,Moyens Dépensier,0.5,1.8333333333333333
7010,1965,2n Cycle,couple,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,Married,1363,19,68.15,1,Monday,5910.333333333333,49,Adulte confirmé (36-50),1,Grand Dépensier,0.5,1.8333333333333333
8562,1969,Graduation,couple,54165.0,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,3,11,0,Together,236,10,21.454545454545453,0,Tuesday,4513.75,44,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
3158,1973,Graduation,couple,32300.0,1,0,2013-01-03,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Married,39,4,7.8,0,Thursday,2691.6666666666665,40,Adulte confirmé (36-50),2,Petits Dépensier,0.5,1.8333333333333333
4436,1976,Graduation,single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,Single,137,7,17.125,0,Wednesday,1681.6666666666667,37,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
5287,1973,Graduation,couple,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,3,11,0,Married,79,7,7.9,0,Thursday,2913.4166666666665,41,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
2445,1974,PhD,couple,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,Together,63,5,10.5,0,Sunday,2370.0,39,Adulte confirmé (36-50),4,Petits Dépensier,0.5,1.8333333333333333
6059,1953,PhD,couple,64504.0,1,2,2013-03-04,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1,Together,1314,18,52.56,0,Monday,5375.333333333333,60,Senior (51-65),4,Grand Dépensier,0.5,1.8333333333333333
4550,1966,Master,couple,33564.0,0,1,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,0,Together,71,5,11.833333333333334,0,Tuesday,2797.0,48,Adulte confirmé (36-50),3,Moyens Dépensier,0.5,1.8333333333333333
4240,1978,Graduation,couple,17345.0,1,0,2012-11-03,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0,Married,58,5,8.285714285714286,0,Saturday,1445.4166666666667,34,Adulte (26-35),2,Petits Dépensier,0.5,1.8333333333333333
8911,1967,PhD,couple,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,Married,702,18,33.42857142857143,0,Monday,4693.333333333333,46,Adulte confirmé (36-50),4,Moyens Dépensier,0.5,1.8333333333333333
3706,1978,Graduation,single,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,3,11,1,Single,94,6,13.428571428571429,1,Wednesday,2387.25,35,Adulte (26-35),2,Moyens Dépensier,0.5,1.8333333333333333
3628,1987,Basic,single,15038.0,1,0,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,0,Single,80,5,11.428571428571429,0,Tuesday,1253.1666666666667,26,Adulte (26-35),0,Moyens Dépensier,0.5,1.8333333333333333
10175,1958,PhD,single,32173.0,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,Divorced,22,4,4.4,0,Thursday,2681.083333333333,55,Senior (51-65),4,Petits Dépensier,0.5,1.8333333333333333
8985,1964,2n Cycle,couple,68316.0,0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,Together,1211,27,37.84375,0,Sunday,5693.0,48,Adulte confirmé (36-50),1,Grand Dépensier,0.5,1.8333333333333333
5204,1971,Graduation,couple,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,Together,1461,21,66.4090909090909,1,Saturday,6211.5,42,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
9220,1971,Graduation,single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,Single,1968,19,98.4,0,Thursday,7641.666666666667,42,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
9888,1969,Graduation,couple,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,Together,1091,15,68.1875,0,Wednesday,5724.583333333333,45,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
5263,1977,2n Cycle,couple,31056.0,1,0,2013-01-22,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Married,55,4,11.0,0,Tuesday,2588.0,36,Adulte confirmé (36-50),1,Petits Dépensier,0.5,1.8333333333333333
1020,1973,Graduation,couple,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,Married,1366,18,71.89473684210526,1,Monday,6632.75,41,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
9503,1980,Graduation,single,28071.0,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0,Single,313,11,24.07692307692308,0,Wednesday,2339.25,32,Adulte (26-35),2,Moyens Dépensier,0.5,1.8333333333333333
10613,1958,PhD,couple,37334.0,1,1,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,Together,62,7,5.636363636363637,0,Wednesday,3111.1666666666665,56,Senior (51-65),4,Petits Dépensier,0.5,1.8333333333333333
67,1972,Master,single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,Single,92,6,10.22222222222222,0,Wednesday,3868.5833333333335,41,Adulte confirmé (36-50),3,Moyens Dépensier,0.5,1.8333333333333333
6019,1971,PhD,couple,37126.0,1,0,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1,Married,72,5,12.0,1,Sunday,3093.833333333333,43,Adulte confirmé (36-50),4,Moyens Dépensier,0.5,1.8333333333333333
5863,1953,Graduation,couple,47703.0,0,1,2013-05-29,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0,Married,655,17,31.19047619047619,0,Wednesday,3975.25,60,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
3717,1959,Graduation,couple,61180.0,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,Married,704,16,39.11111111111112,1,Wednesday,5098.333333333333,55,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
6730,1954,Graduation,couple,38998.0,1,1,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,Married,54,5,6.75,0,Saturday,3249.833333333333,58,Senior (51-65),2,Petits Dépensier,0.5,1.8333333333333333
10749,1991,Graduation,single,8028.0,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,Single,178,1,11.125,0,Tuesday,669.0,21,Jeune (18-25),2,Moyens Dépensier,0.5,1.8333333333333333
4998,1962,Graduation,couple,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,Together,1033,13,73.78571428571429,1,Friday,6340.083333333333,52,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
6287,1986,Graduation,couple,34728.0,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,Together,36,4,7.2,0,Tuesday,2894.0,27,Adulte (26-35),2,Petits Dépensier,0.5,1.8333333333333333
5985,1965,Master,single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,Single,122,7,12.2,0,Saturday,2764.0,47,Adulte confirmé (36-50),3,Moyens Dépensier,0.5,1.8333333333333333
4754,1966,Master,couple,33585.0,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,Married,122,6,17.428571428571427,0,Wednesday,2798.75,47,Adulte confirmé (36-50),3,Moyens Dépensier,0.5,1.8333333333333333
4002,1960,PhD,couple,77037.0,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,Married,1123,26,41.5925925925926,0,Sunday,6419.75,53,Senior (51-65),4,Grand Dépensier,0.5,1.8333333333333333
8870,1984,Graduation,couple,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,Together,497,12,27.61111111111111,0,Tuesday,2933.0,28,Adulte (26-35),2,Moyens Dépensier,0.5,1.8333333333333333
966,1966,Graduation,couple,44529.0,0,1,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,Married,691,19,27.64,1,Friday,3710.75,47,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
4767,1965,2n Cycle,couple,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,Married,1363,19,68.15,1,Monday,5910.333333333333,49,Adulte confirmé (36-50),1,Grand Dépensier,0.5,1.8333333333333333
9725,1966,PhD,couple,28764.0,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,Together,12,3,3.0,1,Thursday,2397.0,48,Adulte confirmé (36-50),4,Petits Dépensier,0.5,1.8333333333333333
4475,1949,PhD,couple,69098.0,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,Married,2440,24,97.6,0,Saturday,5758.166666666667,64,Senior (51-65),4,Grand Dépensier,0.5,1.8333333333333333
5740,1970,2n Cycle,single,25959.0,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,Divorced,56,5,8.0,0,Thursday,2163.25,43,Adulte confirmé (36-50),1,Petits Dépensier,0.5,1.8333333333333333
5731,1983,Master,couple,27100.0,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Married,37,4,7.4,0,Friday,2258.333333333333,30,Adulte (26-35),3,Petits Dépensier,0.5,1.8333333333333333
7290,1985,Graduation,single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,Single,968,20,46.095238095238095,0,Friday,5883.0,27,Adulte (26-35),2,Moyens Dépensier,0.5,1.8333333333333333
3846,1974,Graduation,couple,42557.0,0,1,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,Married,270,11,18.0,0,Wednesday,3546.4166666666665,38,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
8104,1951,PhD,couple,53312.0,0,0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,Married,278,11,23.166666666666668,0,Friday,4442.666666666667,62,Senior (51-65),4,Moyens Dépensier,0.5,1.8333333333333333
4507,1952,Graduation,single,72228.0,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,Single,1250,21,56.81818181818182,0,Tuesday,6019.0,60,Senior (51-65),2,Grand Dépensier,0.5,1.8333333333333333
11013,1987,Graduation,couple,67605.0,0,0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,Together,938,16,55.1764705882353,0,Sunday,5633.75,26,Adulte (26-35),2,Moyens Dépensier,0.5,1.8333333333333333
4491,1949,Master,couple,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,Married,1178,17,42.07142857142857,1,Monday,5237.083333333333,63,Senior (51-65),3,Grand Dépensier,0.5,1.8333333333333333
3759,1958,Graduation,couple,65196.0,0,2,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,Together,1155,24,44.42307692307692,1,Thursday,5433.0,55,Senior (51-65),2,Grand Dépensier,0.5,1.8333333333333333
1162,1987,PhD,single,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,Single,653,18,32.65,0,Thursday,3500.0,26,Adulte (26-35),4,Moyens Dépensier,0.5,1.8333333333333333
2055,1973,PhD,single,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,Divorced,49,4,8.166666666666666,1,Monday,2988.333333333333,41,Adulte confirmé (36-50),4,Petits Dépensier,0.5,1.8333333333333333
10766,1964,PhD,couple,65526.0,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,Married,506,16,29.764705882352946,0,Friday,5460.5,50,Adulte confirmé (36-50),4,Moyens Dépensier,0.5,1.8333333333333333
4415,1961,Graduation,couple,16860.0,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,Married,38,5,4.75,0,Wednesday,1405.0,51,Senior (51-65),2,Petits Dépensier,0.5,1.8333333333333333
3005,1992,Graduation,single,83528.0,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,Single,1650,22,71.73913043478261,2,Thursday,6960.666666666667,22,Jeune (18-25),2,Grand Dépensier,0.5,1.8333333333333333
2223,1965,2n Cycle,single,64176.0,0,1,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,Divorced,1826,25,55.333333333333336,0,Friday,5348.0,47,Adulte confirmé (36-50),1,Grand Dépensier,0.5,1.8333333333333333
4817,1956,Graduation,single,22304.0,0,0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Divorced,18,3,4.5,0,Saturday,1858.6666666666667,56,Senior (51-65),2,Petits Dépensier,0.5,1.8333333333333333
2875,1978,Graduation,couple,67023.0,0,0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,Married,906,23,37.75,0,Tuesday,5585.25,36,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
10536,1971,PhD,couple,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,Together,46,6,5.75,0,Sunday,2741.0,43,Adulte confirmé (36-50),4,Petits Dépensier,0.5,1.8333333333333333
11112,1966,Graduation,couple,70713.0,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,Together,1477,19,59.08,0,Monday,5892.75,46,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
3807,1955,Graduation,couple,59925.0,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,Together,766,20,33.30434782608695,0,Friday,4993.75,57,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
9197,1953,Graduation,couple,39722.0,0,1,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,Married,47,5,6.714285714285714,0,Monday,3310.1666666666665,61,Senior (51-65),2,Petits Dépensier,0.5,1.8333333333333333
